ELECTRON MOBI	AR+ MOBILITY	ar2+mobility	ELECTRON DIF	AR+DIFFUSION	ar2+ diffusion	Ar* Diffusion	ionization	excitation	Dimer form  	recom	excited ionization
7.14E-02	1.65E-04	1.96E-04	1.22E-01	4.27E-06	5.07E-06	4.27E-06	0	0	2.50E-43	3.00E-14	0
7.14E-02	1.65E-04	1.96E-04	4.80E-01	4.27E-06	5.07E-06	4.27E-06	0	0	2.50E-43	3.00E-14	7.50E-19
7.14E-02	1.65E-04	1.96E-04	3.97E-01	4.27E-06	5.07E-06	4.27E-06	0	4.85E-25	2.50E-43	3.00E-14	4.07E-18
5.23E-02	1.63E-04	1.93E-04	3.55E-01	4.21E-06	5.00E-06	4.21E-06	0	4.58E-21	2.50E-43	3.00E-14	9.51E-18
4.37E-02	1.60E-04	1.90E-04	3.32E-01	4.14E-06	4.92E-06	4.14E-06	0	1.30E-19	2.50E-43	3.00E-14	1.70E-17
4.13E-02	1.57E-04	1.87E-04	3.22E-01	4.07E-06	4.83E-06	4.07E-06	1.88E-29	6.09E-19	2.50E-43	3.00E-14	2.65E-17
4.12E-02	1.55E-04	1.84E-04	3.19E-01	4.00E-06	4.75E-06	4.00E-06	2.09E-27	1.45E-18	2.50E-43	3.00E-14	3.79E-17
4.16E-02	1.52E-04	1.80E-04	3.18E-01	3.93E-06	4.67E-06	3.93E-06	5.72E-26	2.57E-18	2.50E-43	3.00E-14	5.11E-17
4.19E-02	1.49E-04	1.77E-04	3.17E-01	3.86E-06	4.58E-06	3.86E-06	6.78E-25	3.92E-18	2.50E-43	3.00E-14	6.61E-17
4.21E-02	1.47E-04	1.74E-04	3.16E-01	3.79E-06	4.50E-06	3.79E-06	4.66E-24	5.45E-18	2.50E-43	3.00E-14	8.29E-17
4.21E-02	1.44E-04	1.71E-04	3.16E-01	3.72E-06	4.42E-06	3.72E-06	2.26E-23	7.15E-18	2.50E-43	3.00E-14	1.01E-16
4.20E-02	1.41E-04	1.68E-04	3.15E-01	3.66E-06	4.35E-06	3.66E-06	8.06E-23	9.03E-18	2.50E-43	3.00E-14	1.21E-16
4.19E-02	1.39E-04	1.65E-04	3.14E-01	3.59E-06	4.26E-06	3.59E-06	2.35E-22	1.11E-17	2.50E-43	3.00E-14	1.43E-16
4.18E-02	1.36E-04	1.62E-04	3.14E-01	3.52E-06	4.18E-06	3.52E-06	5.89E-22	1.32E-17	2.50E-43	3.00E-14	1.66E-16
4.15E-02	1.35E-04	1.60E-04	3.13E-01	3.48E-06	4.13E-06	3.48E-06	1.31E-21	1.56E-17	2.50E-43	3.00E-14	1.91E-16
4.13E-02	1.35E-04	1.60E-04	3.12E-01	3.48E-06	4.13E-06	3.48E-06	2.62E-21	1.81E-17	2.50E-43	3.00E-14	2.17E-16
4.11E-02	1.34E-04	1.60E-04	3.12E-01	3.48E-06	4.13E-06	3.48E-06	4.86E-21	2.07E-17	2.50E-43	3.00E-14	2.44E-16
4.08E-02	1.34E-04	1.59E-04	3.11E-01	3.46E-06	4.11E-06	3.46E-06	8.44E-21	2.34E-17	2.50E-43	3.00E-14	2.73E-16
4.06E-02	1.33E-04	1.58E-04	3.10E-01	3.45E-06	4.10E-06	3.45E-06	1.39E-20	2.63E-17	2.50E-43	3.00E-14	3.03E-16
4.03E-02	1.33E-04	1.58E-04	3.09E-01	3.43E-06	4.07E-06	3.43E-06	2.19E-20	2.93E-17	2.50E-43	3.00E-14	3.34E-16
4.00E-02	1.32E-04	1.57E-04	3.09E-01	3.42E-06	4.06E-06	3.42E-06	3.29E-20	3.25E-17	2.50E-43	3.00E-14	3.67E-16
3.98E-02	1.32E-04	1.56E-04	3.08E-01	3.41E-06	4.05E-06	3.41E-06	4.79E-20	3.58E-17	2.50E-43	3.00E-14	4.01E-16
3.96E-02	1.31E-04	1.56E-04	3.07E-01	3.39E-06	4.03E-06	3.39E-06	6.76E-20	3.92E-17	2.50E-43	3.00E-14	4.36E-16
3.93E-02	1.31E-04	1.55E-04	3.07E-01	3.38E-06	4.01E-06	3.38E-06	9.30E-20	4.27E-17	2.50E-43	3.00E-14	4.72E-16
3.91E-02	1.30E-04	1.54E-04	3.06E-01	3.36E-06	3.99E-06	3.36E-06	1.25E-19	4.63E-17	2.50E-43	3.00E-14	5.09E-16
3.88E-02	1.29E-04	1.54E-04	3.05E-01	3.34E-06	3.97E-06	3.34E-06	1.65E-19	5.01E-17	2.50E-43	3.00E-14	5.47E-16
3.86E-02	1.29E-04	1.53E-04	3.05E-01	3.33E-06	3.95E-06	3.33E-06	2.13E-19	5.40E-17	2.50E-43	3.00E-14	5.86E-16
3.84E-02	1.28E-04	1.52E-04	3.04E-01	3.32E-06	3.94E-06	3.32E-06	2.71E-19	5.79E-17	2.50E-43	3.00E-14	6.27E-16
3.82E-02	1.28E-04	1.52E-04	3.03E-01	3.30E-06	3.92E-06	3.30E-06	3.40E-19	6.20E-17	2.50E-43	3.00E-14	6.68E-16
3.80E-02	1.27E-04	1.51E-04	3.03E-01	3.29E-06	3.91E-06	3.29E-06	4.21E-19	6.62E-17	2.50E-43	3.00E-14	7.10E-16
3.78E-02	1.27E-04	1.51E-04	3.02E-01	3.28E-06	3.90E-06	3.28E-06	5.15E-19	7.05E-17	2.50E-43	3.00E-14	7.53E-16
3.76E-02	1.27E-04	1.50E-04	3.02E-01	3.27E-06	3.88E-06	3.27E-06	6.23E-19	7.48E-17	2.50E-43	3.00E-14	7.97E-16
3.74E-02	1.26E-04	1.50E-04	3.01E-01	3.27E-06	3.88E-06	3.27E-06	7.46E-19	7.93E-17	2.50E-43	3.00E-14	8.42E-16
3.72E-02	1.26E-04	1.49E-04	3.00E-01	3.26E-06	3.87E-06	3.26E-06	8.87E-19	8.39E-17	2.50E-43	3.00E-14	8.88E-16
3.70E-02	1.25E-04	1.49E-04	3.00E-01	3.25E-06	3.86E-06	3.25E-06	1.04E-18	8.86E-17	2.50E-43	3.00E-14	9.35E-16
3.69E-02	1.25E-04	1.48E-04	2.99E-01	3.22E-06	3.82E-06	3.22E-06	1.22E-18	9.33E-17	2.50E-43	3.00E-14	9.82E-16
3.67E-02	1.24E-04	1.47E-04	2.99E-01	3.20E-06	3.80E-06	3.20E-06	1.41E-18	9.81E-17	2.50E-43	3.00E-14	1.03E-15
3.65E-02	1.23E-04	1.46E-04	2.98E-01	3.18E-06	3.78E-06	3.18E-06	1.63E-18	1.03E-16	2.50E-43	3.00E-14	1.08E-15
3.64E-02	1.22E-04	1.45E-04	2.98E-01	3.16E-06	3.75E-06	3.16E-06	1.87E-18	1.08E-16	2.50E-43	3.00E-14	1.13E-15
3.62E-02	1.22E-04	1.45E-04	2.97E-01	3.15E-06	3.74E-06	3.15E-06	2.13E-18	1.13E-16	2.50E-43	3.00E-14	1.18E-15
3.61E-02	1.21E-04	1.44E-04	2.97E-01	3.14E-06	3.73E-06	3.14E-06	2.41E-18	1.18E-16	2.50E-43	3.00E-14	1.23E-15
3.59E-02	1.21E-04	1.43E-04	2.96E-01	3.12E-06	3.71E-06	3.12E-06	2.71E-18	1.24E-16	2.50E-43	3.00E-14	1.28E-15
3.58E-02	1.20E-04	1.43E-04	2.96E-01	3.11E-06	3.69E-06	3.11E-06	3.05E-18	1.29E-16	2.50E-43	3.00E-14	1.33E-15
3.57E-02	1.20E-04	1.42E-04	2.96E-01	3.10E-06	3.68E-06	3.10E-06	3.40E-18	1.34E-16	2.50E-43	3.00E-14	1.39E-15
3.55E-02	1.19E-04	1.42E-04	2.95E-01	3.09E-06	3.67E-06	3.09E-06	3.79E-18	1.40E-16	2.50E-43	3.00E-14	1.44E-15
3.54E-02	1.19E-04	1.41E-04	2.95E-01	3.07E-06	3.65E-06	3.07E-06	4.20E-18	1.45E-16	2.50E-43	3.00E-14	1.50E-15
3.53E-02	1.18E-04	1.40E-04	2.94E-01	3.06E-06	3.63E-06	3.06E-06	4.64E-18	1.51E-16	2.50E-43	3.00E-14	1.55E-15
3.52E-02	1.18E-04	1.40E-04	2.94E-01	3.04E-06	3.61E-06	3.04E-06	5.10E-18	1.56E-16	2.50E-43	3.00E-14	1.61E-15
3.50E-02	1.17E-04	1.39E-04	2.93E-01	3.03E-06	3.60E-06	3.03E-06	5.60E-18	1.62E-16	2.50E-43	3.00E-14	1.66E-15
3.49E-02	1.16E-04	1.38E-04	2.93E-01	3.01E-06	3.57E-06	3.01E-06	6.13E-18	1.68E-16	2.50E-43	3.00E-14	1.72E-15
3.48E-02	1.16E-04	1.37E-04	2.93E-01	3.00E-06	3.56E-06	3.00E-06	6.69E-18	1.74E-16	2.50E-43	3.00E-14	1.78E-15
3.47E-02	1.15E-04	1.37E-04	2.92E-01	2.98E-06	3.54E-06	2.98E-06	7.27E-18	1.80E-16	2.50E-43	3.00E-14	1.83E-15
3.46E-02	1.15E-04	1.36E-04	2.92E-01	2.97E-06	3.53E-06	2.97E-06	7.89E-18	1.85E-16	2.50E-43	3.00E-14	1.89E-15
3.45E-02	1.14E-04	1.36E-04	2.91E-01	2.96E-06	3.52E-06	2.96E-06	8.55E-18	1.91E-16	2.50E-43	3.00E-14	1.95E-15
3.44E-02	1.14E-04	1.35E-04	2.91E-01	2.95E-06	3.50E-06	2.95E-06	9.23E-18	1.98E-16	2.50E-43	3.00E-14	2.01E-15
3.43E-02	1.14E-04	1.35E-04	2.91E-01	2.94E-06	3.49E-06	2.94E-06	9.95E-18	2.04E-16	2.50E-43	3.00E-14	2.07E-15
3.42E-02	1.13E-04	1.34E-04	2.90E-01	2.93E-06	3.48E-06	2.93E-06	1.07E-17	2.10E-16	2.50E-43	3.00E-14	2.13E-15
3.41E-02	1.13E-04	1.34E-04	2.90E-01	2.92E-06	3.47E-06	2.92E-06	1.15E-17	2.16E-16	2.50E-43	3.00E-14	2.19E-15
3.40E-02	1.12E-04	1.34E-04	2.90E-01	2.91E-06	3.46E-06	2.91E-06	1.23E-17	2.22E-16	2.50E-43	3.00E-14	2.25E-15
3.39E-02	1.12E-04	1.33E-04	2.89E-01	2.90E-06	3.44E-06	2.90E-06	1.32E-17	2.29E-16	2.50E-43	3.00E-14	2.31E-15
3.39E-02	1.12E-04	1.33E-04	2.89E-01	2.89E-06	3.43E-06	2.89E-06	1.41E-17	2.35E-16	2.50E-43	3.00E-14	2.38E-15
3.38E-02	1.11E-04	1.32E-04	2.89E-01	2.87E-06	3.41E-06	2.87E-06	1.50E-17	2.41E-16	2.50E-43	3.00E-14	2.44E-15
3.37E-02	1.10E-04	1.31E-04	2.88E-01	2.86E-06	3.40E-06	2.86E-06	1.60E-17	2.48E-16	2.50E-43	3.00E-14	2.50E-15
3.36E-02	1.10E-04	1.31E-04	2.88E-01	2.85E-06	3.38E-06	2.85E-06	1.69E-17	2.54E-16	2.50E-43	3.00E-14	2.56E-15
3.35E-02	1.10E-04	1.30E-04	2.88E-01	2.84E-06	3.37E-06	2.84E-06	1.80E-17	2.61E-16	2.50E-43	3.00E-14	2.63E-15
3.35E-02	1.09E-04	1.30E-04	2.87E-01	2.83E-06	3.36E-06	2.83E-06	1.91E-17	2.67E-16	2.50E-43	3.00E-14	2.69E-15
3.34E-02	1.09E-04	1.30E-04	2.87E-01	2.82E-06	3.35E-06	2.82E-06	2.02E-17	2.74E-16	2.50E-43	3.00E-14	2.76E-15
3.33E-02	1.09E-04	1.29E-04	2.87E-01	2.82E-06	3.35E-06	2.82E-06	2.13E-17	2.81E-16	2.50E-43	3.00E-14	2.82E-15
3.32E-02	1.09E-04	1.29E-04	2.86E-01	2.81E-06	3.34E-06	2.81E-06	2.25E-17	2.88E-16	2.50E-43	3.00E-14	2.89E-15
3.32E-02	1.08E-04	1.29E-04	2.86E-01	2.80E-06	3.33E-06	2.80E-06	2.37E-17	2.94E-16	2.50E-43	3.00E-14	2.95E-15
3.31E-02	1.08E-04	1.28E-04	2.86E-01	2.79E-06	3.31E-06	2.79E-06	2.50E-17	3.01E-16	2.50E-43	3.00E-14	3.02E-15
3.30E-02	1.07E-04	1.27E-04	2.85E-01	2.78E-06	3.30E-06	2.78E-06	2.63E-17	3.08E-16	2.50E-43	3.00E-14	3.08E-15
3.30E-02	1.07E-04	1.27E-04	2.85E-01	2.77E-06	3.29E-06	2.77E-06	2.76E-17	3.15E-16	2.50E-43	3.00E-14	3.15E-15
3.29E-02	1.06E-04	1.26E-04	2.85E-01	2.75E-06	3.27E-06	2.75E-06	2.90E-17	3.22E-16	2.50E-43	3.00E-14	3.22E-15
3.28E-02	1.06E-04	1.26E-04	2.84E-01	2.74E-06	3.25E-06	2.74E-06	3.04E-17	3.29E-16	2.50E-43	3.00E-14	3.28E-15
3.28E-02	1.05E-04	1.25E-04	2.84E-01	2.73E-06	3.24E-06	2.73E-06	3.18E-17	3.36E-16	2.50E-43	3.00E-14	3.35E-15
3.27E-02	1.05E-04	1.25E-04	2.84E-01	2.72E-06	3.23E-06	2.72E-06	3.33E-17	3.43E-16	2.50E-43	3.00E-14	3.42E-15
3.27E-02	1.05E-04	1.24E-04	2.83E-01	2.71E-06	3.22E-06	2.71E-06	3.49E-17	3.50E-16	2.50E-43	3.00E-14	3.49E-15
3.26E-02	1.04E-04	1.24E-04	2.83E-01	2.69E-06	3.19E-06	2.69E-06	3.64E-17	3.57E-16	2.50E-43	3.00E-14	3.55E-15
3.26E-02	1.04E-04	1.23E-04	2.83E-01	2.69E-06	3.19E-06	2.69E-06	3.80E-17	3.64E-16	2.50E-43	3.00E-14	3.62E-15
3.25E-02	1.03E-04	1.23E-04	2.83E-01	2.68E-06	3.18E-06	2.68E-06	3.97E-17	3.71E-16	2.50E-43	3.00E-14	3.69E-15
3.24E-02	1.03E-04	1.23E-04	2.82E-01	2.67E-06	3.17E-06	2.67E-06	4.14E-17	3.79E-16	2.50E-43	3.00E-14	3.76E-15
3.24E-02	1.03E-04	1.22E-04	2.82E-01	2.66E-06	3.16E-06	2.66E-06	4.31E-17	3.86E-16	2.50E-43	3.00E-14	3.83E-15
3.23E-02	1.03E-04	1.22E-04	2.82E-01	2.66E-06	3.16E-06	2.66E-06	4.49E-17	3.93E-16	2.50E-43	3.00E-14	3.90E-15
3.23E-02	1.02E-04	1.22E-04	2.81E-01	2.65E-06	3.15E-06	2.65E-06	4.67E-17	4.01E-16	2.50E-43	3.00E-14	3.97E-15
3.22E-02	1.02E-04	1.21E-04	2.81E-01	2.64E-06	3.14E-06	2.64E-06	4.85E-17	4.08E-16	2.50E-43	3.00E-14	4.04E-15
3.22E-02	1.02E-04	1.21E-04	2.81E-01	2.64E-06	3.14E-06	2.64E-06	5.04E-17	4.15E-16	2.50E-43	3.00E-14	4.11E-15
3.21E-02	1.02E-04	1.21E-04	2.81E-01	2.63E-06	3.12E-06	2.63E-06	5.23E-17	4.23E-16	2.50E-43	3.00E-14	4.18E-15
3.21E-02	1.01E-04	1.20E-04	2.80E-01	2.62E-06	3.11E-06	2.62E-06	5.43E-17	4.30E-16	2.50E-43	3.00E-14	4.25E-15
3.20E-02	1.01E-04	1.20E-04	2.80E-01	2.61E-06	3.10E-06	2.61E-06	5.63E-17	4.38E-16	2.50E-43	3.00E-14	4.32E-15
3.20E-02	1.01E-04	1.20E-04	2.80E-01	2.60E-06	3.09E-06	2.60E-06	5.83E-17	4.45E-16	2.50E-43	3.00E-14	4.39E-15
3.19E-02	1.00E-04	1.19E-04	2.80E-01	2.59E-06	3.08E-06	2.59E-06	6.04E-17	4.53E-16	2.50E-43	3.00E-14	4.46E-15
3.19E-02	9.98E-05	1.19E-04	2.79E-01	2.58E-06	3.06E-06	2.58E-06	6.25E-17	4.61E-16	2.50E-43	3.00E-14	4.53E-15
3.19E-02	9.94E-05	1.18E-04	2.79E-01	2.57E-06	3.05E-06	2.57E-06	6.47E-17	4.68E-16	2.50E-43	3.00E-14	4.60E-15
3.18E-02	9.90E-05	1.18E-04	2.79E-01	2.56E-06	3.04E-06	2.56E-06	6.69E-17	4.76E-16	2.50E-43	3.00E-14	4.68E-15
3.18E-02	9.86E-05	1.17E-04	2.79E-01	2.55E-06	3.03E-06	2.55E-06	6.91E-17	4.84E-16	2.50E-43	3.00E-14	4.75E-15
3.17E-02	9.82E-05	1.17E-04	2.78E-01	2.54E-06	3.02E-06	2.54E-06	7.14E-17	4.91E-16	2.50E-43	3.00E-14	4.82E-15
3.17E-02	9.78E-05	1.16E-04	2.78E-01	2.53E-06	3.00E-06	2.53E-06	7.37E-17	4.99E-16	2.50E-43	3.00E-14	4.89E-15
3.16E-02	9.73E-05	1.16E-04	2.78E-01	2.52E-06	2.99E-06	2.52E-06	7.61E-17	5.07E-16	2.50E-43	3.00E-14	4.96E-15
3.16E-02	9.69E-05	1.15E-04	2.78E-01	2.51E-06	2.98E-06	2.51E-06	7.85E-17	5.15E-16	2.50E-43	3.00E-14	5.04E-15
3.16E-02	9.66E-05	1.15E-04	2.77E-01	2.50E-06	2.97E-06	2.50E-06	8.09E-17	5.23E-16	2.50E-43	3.00E-14	5.11E-15
3.15E-02	9.63E-05	1.14E-04	2.77E-01	2.49E-06	2.96E-06	2.49E-06	8.34E-17	5.30E-16	2.50E-43	3.00E-14	5.18E-15
3.15E-02	9.59E-05	1.14E-04	2.77E-01	2.48E-06	2.95E-06	2.48E-06	8.59E-17	5.38E-16	2.50E-43	3.00E-14	5.26E-15
3.14E-02	9.56E-05	1.14E-04	2.77E-01	2.47E-06	2.93E-06	2.47E-06	8.85E-17	5.46E-16	2.50E-43	3.00E-14	5.33E-15
3.14E-02	9.53E-05	1.13E-04	2.76E-01	2.47E-06	2.93E-06	2.47E-06	9.11E-17	5.54E-16	2.50E-43	3.00E-14	5.40E-15
3.14E-02	9.49E-05	1.13E-04	2.76E-01	2.46E-06	2.92E-06	2.46E-06	9.37E-17	5.62E-16	2.50E-43	3.00E-14	5.48E-15
3.13E-02	9.47E-05	1.12E-04	2.76E-01	2.45E-06	2.91E-06	2.45E-06	9.64E-17	5.70E-16	2.50E-43	3.00E-14	5.55E-15
3.13E-02	9.45E-05	1.12E-04	2.76E-01	2.44E-06	2.90E-06	2.44E-06	9.92E-17	5.79E-16	2.50E-43	3.00E-14	5.62E-15
3.12E-02	9.42E-05	1.12E-04	2.75E-01	2.44E-06	2.90E-06	2.44E-06	1.02E-16	5.87E-16	2.50E-43	3.00E-14	5.70E-15
3.12E-02	9.40E-05	1.12E-04	2.75E-01	2.43E-06	2.89E-06	2.43E-06	1.05E-16	5.95E-16	2.50E-43	3.00E-14	5.77E-15
3.12E-02	9.38E-05	1.11E-04	2.75E-01	2.43E-06	2.89E-06	2.43E-06	1.08E-16	6.03E-16	2.50E-43	3.00E-14	5.84E-15
3.11E-02	9.35E-05	1.11E-04	2.75E-01	2.42E-06	2.87E-06	2.42E-06	1.10E-16	6.11E-16	2.50E-43	3.00E-14	5.92E-15
3.11E-02	9.33E-05	1.11E-04	2.74E-01	2.41E-06	2.86E-06	2.41E-06	1.13E-16	6.19E-16	2.50E-43	3.00E-14	5.99E-15
3.11E-02	9.31E-05	1.11E-04	2.74E-01	2.41E-06	2.86E-06	2.41E-06	1.16E-16	6.28E-16	2.50E-43	3.00E-14	6.07E-15
3.10E-02	9.28E-05	1.10E-04	2.74E-01	2.40E-06	2.85E-06	2.40E-06	1.19E-16	6.36E-16	2.50E-43	3.00E-14	6.14E-15
3.10E-02	9.26E-05	1.10E-04	2.74E-01	2.40E-06	2.85E-06	2.40E-06	1.22E-16	6.44E-16	2.50E-43	3.00E-14	6.22E-15
3.10E-02	9.24E-05	1.10E-04	2.74E-01	2.39E-06	2.84E-06	2.39E-06	1.25E-16	6.53E-16	2.50E-43	3.00E-14	6.29E-15
3.09E-02	9.21E-05	1.09E-04	2.73E-01	2.38E-06	2.83E-06	2.38E-06	1.29E-16	6.61E-16	2.50E-43	3.00E-14	6.37E-15
3.09E-02	9.19E-05	1.09E-04	2.73E-01	2.38E-06	2.83E-06	2.38E-06	1.32E-16	6.69E-16	2.50E-43	3.00E-14	6.44E-15
3.09E-02	9.16E-05	1.09E-04	2.73E-01	2.37E-06	2.81E-06	2.37E-06	1.35E-16	6.78E-16	2.50E-43	3.00E-14	6.52E-15
3.08E-02	9.14E-05	1.09E-04	2.73E-01	2.37E-06	2.81E-06	2.37E-06	1.38E-16	6.86E-16	2.50E-43	3.00E-14	6.59E-15
3.08E-02	9.11E-05	1.08E-04	2.72E-01	2.36E-06	2.80E-06	2.36E-06	1.41E-16	6.95E-16	2.50E-43	3.00E-14	6.67E-15
3.08E-02	9.08E-05	1.08E-04	2.72E-01	2.35E-06	2.79E-06	2.35E-06	1.45E-16	7.03E-16	2.50E-43	3.00E-14	6.74E-15
3.08E-02	9.05E-05	1.07E-04	2.72E-01	2.34E-06	2.78E-06	2.34E-06	1.48E-16	7.12E-16	2.50E-43	3.00E-14	6.82E-15
3.07E-02	9.02E-05	1.07E-04	2.72E-01	2.33E-06	2.77E-06	2.33E-06	1.52E-16	7.20E-16	2.50E-43	3.00E-14	6.89E-15
3.07E-02	8.99E-05	1.07E-04	2.72E-01	2.33E-06	2.77E-06	2.33E-06	1.55E-16	7.29E-16	2.50E-43	3.00E-14	6.97E-15
3.07E-02	8.96E-05	1.06E-04	2.71E-01	2.32E-06	2.76E-06	2.32E-06	1.58E-16	7.38E-16	2.50E-43	3.00E-14	7.05E-15
3.06E-02	8.93E-05	1.06E-04	2.71E-01	2.31E-06	2.74E-06	2.31E-06	1.62E-16	7.46E-16	2.50E-43	3.00E-14	7.12E-15
3.06E-02	8.90E-05	1.06E-04	2.71E-01	2.30E-06	2.73E-06	2.30E-06	1.66E-16	7.55E-16	2.50E-43	3.00E-14	7.20E-15
3.06E-02	8.87E-05	1.05E-04	2.71E-01	2.30E-06	2.73E-06	2.30E-06	1.69E-16	7.64E-16	2.50E-43	3.00E-14	7.27E-15
3.05E-02	8.84E-05	1.05E-04	2.71E-01	2.29E-06	2.72E-06	2.29E-06	1.73E-16	7.73E-16	2.50E-43	3.00E-14	7.35E-15
3.05E-02	8.81E-05	1.05E-04	2.70E-01	2.28E-06	2.71E-06	2.28E-06	1.76E-16	7.81E-16	2.50E-43	3.00E-14	7.43E-15
3.05E-02	8.78E-05	1.04E-04	2.70E-01	2.27E-06	2.70E-06	2.27E-06	1.80E-16	7.90E-16	2.50E-43	3.00E-14	7.50E-15
3.05E-02	8.75E-05	1.04E-04	2.70E-01	2.26E-06	2.68E-06	2.26E-06	1.84E-16	7.99E-16	2.50E-43	3.00E-14	7.58E-15
3.04E-02	8.72E-05	1.04E-04	2.70E-01	2.26E-06	2.68E-06	2.26E-06	1.88E-16	8.08E-16	2.50E-43	3.00E-14	7.65E-15
3.04E-02	8.69E-05	1.03E-04	2.70E-01	2.25E-06	2.67E-06	2.25E-06	1.92E-16	8.17E-16	2.50E-43	3.00E-14	7.73E-15
3.04E-02	8.67E-05	1.03E-04	2.69E-01	2.24E-06	2.66E-06	2.24E-06	1.95E-16	8.25E-16	2.50E-43	3.00E-14	7.81E-15
3.03E-02	8.64E-05	1.03E-04	2.69E-01	2.24E-06	2.66E-06	2.24E-06	1.99E-16	8.34E-16	2.50E-43	3.00E-14	7.88E-15
3.03E-02	8.62E-05	1.02E-04	2.69E-01	2.23E-06	2.65E-06	2.23E-06	2.03E-16	8.43E-16	2.50E-43	3.00E-14	7.96E-15
3.03E-02	8.60E-05	1.02E-04	2.69E-01	2.22E-06	2.64E-06	2.22E-06	2.07E-16	8.52E-16	2.50E-43	3.00E-14	8.04E-15
3.03E-02	8.57E-05	1.02E-04	2.69E-01	2.22E-06	2.64E-06	2.22E-06	2.11E-16	8.61E-16	2.50E-43	3.00E-14	8.11E-15
3.02E-02	8.55E-05	1.02E-04	2.68E-01	2.21E-06	2.62E-06	2.21E-06	2.15E-16	8.70E-16	2.50E-43	3.00E-14	8.19E-15
3.02E-02	8.52E-05	1.01E-04	2.68E-01	2.21E-06	2.62E-06	2.21E-06	2.19E-16	8.79E-16	2.50E-43	3.00E-14	8.27E-15
3.02E-02	8.50E-05	1.01E-04	2.68E-01	2.20E-06	2.61E-06	2.20E-06	2.24E-16	8.88E-16	2.50E-43	3.00E-14	8.34E-15
3.02E-02	8.48E-05	1.01E-04	2.68E-01	2.19E-06	2.60E-06	2.19E-06	2.28E-16	8.98E-16	2.50E-43	3.00E-14	8.42E-15
3.01E-02	8.45E-05	1.00E-04	2.68E-01	2.19E-06	2.60E-06	2.19E-06	2.32E-16	9.07E-16	2.50E-43	3.00E-14	8.50E-15
3.01E-02	8.43E-05	1.00E-04	2.67E-01	2.18E-06	2.59E-06	2.18E-06	2.36E-16	9.16E-16	2.50E-43	3.00E-14	8.58E-15
3.01E-02	8.41E-05	9.98E-05	2.67E-01	2.17E-06	2.58E-06	2.17E-06	2.40E-16	9.25E-16	2.50E-43	3.00E-14	8.65E-15
3.01E-02	8.38E-05	9.95E-05	2.67E-01	2.17E-06	2.58E-06	2.17E-06	2.45E-16	9.34E-16	2.50E-43	3.00E-14	8.73E-15
3.00E-02	8.36E-05	9.93E-05	2.67E-01	2.16E-06	2.57E-06	2.16E-06	2.49E-16	9.43E-16	2.50E-43	3.00E-14	8.81E-15
3.00E-02	8.33E-05	9.90E-05	2.67E-01	2.16E-06	2.57E-06	2.16E-06	2.54E-16	9.53E-16	2.50E-43	3.00E-14	8.88E-15
3.00E-02	8.31E-05	9.86E-05	2.67E-01	2.15E-06	2.55E-06	2.15E-06	2.58E-16	9.62E-16	2.50E-43	3.00E-14	8.96E-15
3.00E-02	8.28E-05	9.83E-05	2.66E-01	2.14E-06	2.54E-06	2.14E-06	2.63E-16	9.71E-16	2.50E-43	3.00E-14	9.04E-15
3.00E-02	8.25E-05	9.80E-05	2.66E-01	2.14E-06	2.54E-06	2.14E-06	2.67E-16	9.81E-16	2.50E-43	3.00E-14	9.12E-15
2.99E-02	8.23E-05	9.77E-05	2.66E-01	2.13E-06	2.53E-06	2.13E-06	2.72E-16	9.90E-16	2.50E-43	3.00E-14	9.19E-15
2.99E-02	8.20E-05	9.74E-05	2.66E-01	2.12E-06	2.52E-06	2.12E-06	2.76E-16	9.99E-16	2.50E-43	3.00E-14	9.27E-15
2.99E-02	8.17E-05	9.71E-05	2.66E-01	2.12E-06	2.52E-06	2.12E-06	2.81E-16	1.01E-15	2.50E-43	3.00E-14	9.35E-15
2.99E-02	8.15E-05	9.68E-05	2.66E-01	2.11E-06	2.51E-06	2.11E-06	2.86E-16	1.02E-15	2.50E-43	3.00E-14	9.43E-15
2.98E-02	8.12E-05	9.64E-05	2.65E-01	2.10E-06	2.49E-06	2.10E-06	2.90E-16	1.03E-15	2.50E-43	3.00E-14	9.50E-15
2.98E-02	8.09E-05	9.61E-05	2.65E-01	2.09E-06	2.48E-06	2.09E-06	2.95E-16	1.04E-15	2.50E-43	3.00E-14	9.58E-15
2.98E-02	8.07E-05	9.58E-05	2.65E-01	2.09E-06	2.48E-06	2.09E-06	3.00E-16	1.05E-15	2.50E-43	3.00E-14	9.66E-15
2.98E-02	8.04E-05	9.55E-05	2.65E-01	2.08E-06	2.47E-06	2.08E-06	3.05E-16	1.06E-15	2.50E-43	3.00E-14	9.74E-15
2.98E-02	8.01E-05	9.52E-05	2.65E-01	2.07E-06	2.46E-06	2.07E-06	3.10E-16	1.07E-15	2.50E-43	3.00E-14	9.81E-15
2.97E-02	7.99E-05	9.49E-05	2.65E-01	2.07E-06	2.46E-06	2.07E-06	3.14E-16	1.08E-15	2.50E-43	3.00E-14	9.89E-15
2.97E-02	7.96E-05	9.45E-05	2.64E-01	2.06E-06	2.45E-06	2.06E-06	3.19E-16	1.09E-15	2.50E-43	3.00E-14	9.97E-15
2.97E-02	7.93E-05	9.42E-05	2.64E-01	2.05E-06	2.43E-06	2.05E-06	3.24E-16	1.09E-15	2.50E-43	3.00E-14	1.01E-14
